GO,evidence,isoform
GO:0009055; GO:0016966; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.1880|NIS_1796
GO:0004129; GO:0009060; GO:0016021; GO:0016966; GO:0020037; GO:0022900; GO:0070469; GO:1902600,ISS,fig|387092.6.peg.1879|NIS_1795
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1503|NIS_1432
GO:0009061; GO:0016491; GO:0042597; GO:0046872,ISS,fig|387092.6.peg.1889|NIS_1805
GO:0004514; GO:0004516; GO:0009435,ISS,fig|387092.6.peg.1117|NIS_1072
GO:0004515; GO:0005524; GO:0009435,ISS,fig|387092.6.peg.1567|NIS_1493
GO:0016021,ISS,fig|387092.6.peg.1015|NIS_0973
GO:0006807; GO:0016787,ISS,fig|387092.6.peg.359|NIS_0347
GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435,ISS,fig|387092.6.peg.570|NIS_0538
GO:0004352; GO:0019551; GO:0055114,ISS,fig|387092.6.peg.1711|NIS_1634
GO:0005737; GO:0008616; GO:0033739; GO:0046857; GO:0055114,ISS,fig|387092.6.peg.5|NIS_0005
GO:0004471; GO:0008948; GO:0046872; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.1717|NIS_1640
GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872,ISS,fig|387092.6.peg.812|NIS_0772
GO:0005886; GO:0008137; GO:0016021; GO:0042773; GO:0048038,ISS,fig|387092.6.peg.316|NIS_0302
GO:0008137; GO:0016021; GO:0042773,ISS,fig|387092.6.peg.315|NIS_0301
GO:0008137; GO:0016021; GO:0042773,ISS,fig|387092.6.peg.314|NIS_0300
GO:0005886; GO:0016021; GO:0042773; GO:0048038; GO:0050136,ISS,fig|387092.6.peg.313|NIS_0299
GO:0005886; GO:0008137; GO:0016021; GO:0048038; GO:0055114,ISS,fig|387092.6.peg.312|NIS_0298
GO:0005506; GO:0005886; GO:0048038; GO:0050136; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.311|NIS_0297
GO:0005886; GO:0016021; GO:0016655; GO:0048038; GO:0055114,ISS,fig|387092.6.peg.310|NIS_0296
GO:0009055; GO:0022900; GO:0051536,ISS,fig|387092.6.peg.308|NIS_0294
GO:0009055; GO:0022900; GO:0051536,ISS,fig|387092.6.peg.309|NIS_0295
,ISS,fig|387092.6.peg.306|NIS_0292
GO:0005886; GO:0048038; GO:0050136; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.305|NIS_0291
GO:0005886; GO:0008137; GO:0048038; GO:0055114,ISS,fig|387092.6.peg.304|NIS_0290
GO:0005506; GO:0005886; GO:0008137; GO:0048038; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.303|NIS_0289
GO:0005886; GO:0008137; GO:0016021; GO:0048038; GO:0055114,ISS,fig|387092.6.peg.302|NIS_0288
GO:0016491; GO:0055114,ISS,fig|387092.6.peg.1013|NIS_0971
GO:0070403,ISS,fig|387092.6.peg.131|NIS_0122
GO:0070403,ISS,fig|387092.6.peg.545|NIS_0515
GO:0006006; GO:0016620; GO:0050661; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.962|NIS_0921
GO:0006006; GO:0016620; GO:0050661; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.1566|NIS_1492
GO:0005524; GO:0016301; GO:0016310; GO:0046496; GO:0046872; GO:0052855; GO:0052856,ISS,fig|387092.6.peg.182|NIS_0170
GO:0004046,ISS,fig|387092.6.peg.1851|NIS_1768
GO:0003992; GO:0005737; GO:0006526; GO:0030170,ISS,fig|387092.6.peg.1110|NIS_1065
GO:0008745; GO:0009253,ISS,fig|387092.6.peg.803|NIS_0763
GO:0003991; GO:0005524; GO:0005737; GO:0016310; GO:0042450,ISS,fig|387092.6.peg.1086|NIS_1042
GO:0000287; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009103; GO:0009245; GO:0009252; GO:0019134; GO:0071555,ISS,fig|387092.6.peg.1155|NIS_1103
GO:0003942; GO:0005737; GO:0006526; GO:0046983; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.1376|NIS_1312
GO:0015293; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.335|NIS_0323
GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1409|NIS_1340
GO:0005886; GO:0006885; GO:0015081; GO:0015297; GO:0016021; GO:0035725,ISS,fig|387092.6.peg.33|NIS_0031
GO:0000166; GO:0015299; GO:0016021; GO:1902600,ISS,fig|387092.6.peg.185|NIS_0173
GO:0015299; GO:0016021; GO:1902600,ISS,fig|387092.6.peg.1336|NIS_1277
GO:0008271; GO:0016021; GO:1902358,ISS,fig|387092.6.peg.323|NIS_0310
GO:0006189; GO:0016829; GO:0034023,ISS,fig|387092.6.peg.1588|NIS_1514
GO:0002949; GO:0004222; GO:0005506; GO:0005737; GO:0006508; GO:0061711,ISS,fig|387092.6.peg.1741|NIS_1663
GO:0005524; GO:0006298; GO:0030983,ISS,fig|387092.6.peg.548|NIS_0517
GO:0016787,ISS,fig|387092.6.peg.797|NIS_0757
GO:0005887; GO:0008932; GO:0009252; GO:0016829; GO:0071555,ISS,fig|387092.6.peg.873|NIS_0833
GO:0008658; GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1595|NIS_1521
GO:0000155; GO:0000156; GO:0000160; GO:0005737; GO:0006935; GO:0008757; GO:0008984; GO:0023014,ISS,fig|387092.6.peg.1122|NIS_1076
GO:0005507; GO:0016491; GO:0016787; GO:0042597; GO:0055114,ISS,fig|387092.6.peg.535|NIS_0505
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.414|NIS_0400
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.623|NIS_0588
,ISS,fig|387092.6.peg.1713|NIS_1636
GO:0006777,ISS,fig|387092.6.peg.1712|NIS_1635
GO:0008641; GO:0016021; GO:0016779,ISS,fig|387092.6.peg.1332|NIS_1273
GO:0016491; GO:0046872; GO:0055114,ISS,fig|387092.6.peg.1113|NIS_1068
GO:0016021; GO:0019645,ISS,fig|387092.6.peg.1505|NIS_1434
GO:0006777; GO:0032324; GO:0046872; GO:0061599,ISS,fig|387092.6.peg.1653|NIS_1578
GO:0006777; GO:0016021; GO:0032324; GO:0046872; GO:0061599,ISS,fig|387092.6.peg.1710|NIS_1633
GO:0005525; GO:0006777,ISS,fig|387092.6.peg.838|NIS_0797
GO:0006777; GO:0016779,ISS,fig|387092.6.peg.1127
GO:0005525; GO:0005737; GO:0006777; GO:0046872; GO:0061603,ISS,fig|387092.6.peg.1775|NIS_1698
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.19|NIS_0018
GO:0015689; GO:0046872,ISS,fig|387092.6.peg.21|NIS_0020
GO:0008641,ISS,fig|387092.6.peg.1383|NIS_1319
GO:0003677; GO:0015074; GO:0032196,ISS,fig|387092.6.peg.273|NIS_0259
GO:0003677; GO:0015074; GO:0032196,ISS,fig|387092.6.peg.513|NIS_0484
GO:0003677; GO:0015074; GO:0032196,ISS,fig|387092.6.peg.692|NIS_0655
GO:0003677; GO:0015074; GO:0032196,ISS,fig|387092.6.peg.765|NIS_0725
GO:0003677; GO:0015074; GO:0032196,ISS,fig|387092.6.peg.1177|NIS_1125
GO:0005886; GO:0015095; GO:0016021; GO:0046872; GO:1903830,ISS,fig|387092.6.peg.356|NIS_0344
GO:0003908; GO:0006281; GO:0032259,ISS,fig|387092.6.peg.887|NIS_0847
GO:0007165; GO:0016020,ISS,fig|387092.6.peg.291|NIS_0277
GO:0007165; GO:0016021,ISS,fig|387092.6.peg.381|NIS_0369
GO:0004888; GO:0006935; GO:0007165; GO:0016020,ISS,fig|387092.6.peg.635|NIS_0600
GO:0007165; GO:0016021,ISS,fig|387092.6.peg.828|NIS_0787
GO:0007165; GO:0016021,ISS,fig|387092.6.peg.1172|NIS_1120
GO:0004888; GO:0006935; GO:0007165; GO:0016020,ISS,fig|387092.6.peg.1259|NIS_1204
,ISS,fig|387092.6.peg.1885|NIS_1801
GO:0004888; GO:0006935; GO:0007165; GO:0016021,ISS,fig|387092.6.peg.1933|NIS_1847
GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431; GO:0046872,ISS,fig|387092.6.peg.835|NIS_0794
GO:0004479; GO:0006413; GO:0071951,ISS,fig|387092.6.peg.1286|NIS_1229
GO:0006508; GO:0046872; GO:0070006; GO:0070084,ISS,fig|387092.6.peg.257|NIS_0243
GO:0000105; GO:0004477; GO:0004488; GO:0006164; GO:0009086; GO:0035999; GO:0055114,ISS,fig|387092.6.peg.751|NIS_0711
,ISS,fig|387092.6.peg.963|NIS_0922
GO:0004222; GO:0004521; GO:0005737; GO:0006364; GO:0006508; GO:0008270; GO:0090502,ISS,fig|387092.6.peg.827|NIS_0786
GO:0002083; GO:0016021; GO:0047293,ISS,fig|387092.6.peg.318|NIS_0304
GO:0016021,ISS,fig|387092.6.peg.44|NIS_0042
,ISS,fig|387092.6.peg.72|NIS_0067
GO:0005886,ISS,fig|387092.6.peg.919|NIS_0880
GO:0016021,ISS,fig|387092.6.peg.216|NIS_0203
GO:0016021,ISS,fig|387092.6.peg.688|NIS_0651
GO:0016021,ISS,fig|387092.6.peg.1630|NIS_1556
GO:0016021,ISS,fig|387092.6.peg.1689|NIS_1612
GO:0016021,ISS,fig|387092.6.peg.1617|NIS_1543
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1802|NIS_1721
GO:0016021,ISS,fig|387092.6.peg.771|NIS_0731
,ISS,fig|387092.6.peg.815|NIS_0775
GO:0004519; GO:0090305,ISS,fig|387092.6.peg.1573|NIS_1499
GO:0016787,ISS,fig|387092.6.peg.455|NIS_0439
GO:0016787,ISS,fig|387092.6.peg.1090|NIS_1046
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.77|NIS_0072
GO:0000271; GO:0008928; GO:0016853,ISS,fig|387092.6.peg.208|NIS_0195
GO:0000271; GO:0008928,ISS,fig|387092.6.peg.1448|NIS_1380
GO:0005975; GO:0009058; GO:0016779; GO:0016868,ISS,fig|387092.6.peg.984
GO:0004615; GO:0005975; GO:0009058; GO:0016779,ISS,fig|387092.6.peg.985
GO:0004314,ISS,fig|387092.6.peg.1268|NIS_1211
GO:0005975; GO:0006099; GO:0019752; GO:0030060,ISS,fig|387092.6.peg.875|NIS_0835
GO:0016021; GO:0030001; GO:0046873; GO:0055085,ISS,fig|387092.6.peg.1083|NIS_1039
GO:0016021; GO:0030001; GO:0046873; GO:0055085,ISS,fig|387092.6.peg.1727|NIS_1649
GO:0000287; GO:0003676; GO:0004824; GO:0005524; GO:0005737; GO:0006430,ISS,fig|387092.6.peg.1230|NIS_1177
GO:0003824; GO:0051536,ISS,fig|387092.6.peg.960|NIS_0919
GO:0001522; GO:0003723; GO:0009982; GO:0016829,ISS,fig|387092.6.peg.69|NIS_0064
GO:0001522; GO:0003723; GO:0009982; GO:0016829,ISS,fig|387092.6.peg.792|NIS_0752
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.1042|NIS_0999
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.281|NIS_0267
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.252|NIS_0238
GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.249|NIS_0235
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.238|NIS_0224
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.237|NIS_0223
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.259|NIS_0245
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.118|NIS_0110
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.917|NIS_0878
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.275|NIS_0261
GO:0003735; GO:0006412; GO:0015934,ISS,fig|387092.6.peg.411|NIS_0397
GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872,ISS,fig|387092.6.peg.1633|NIS_1559
GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843,ISS,fig|387092.6.peg.240|NIS_0226
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.245|NIS_0231
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.332|NIS_0319
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.1290|NIS_1233
GO:0003735; GO:0005840; GO:0006412; GO:0008097,ISS,fig|387092.6.peg.397|NIS_0384
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.248|NIS_0234
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.239|NIS_0225
GO:0003735; GO:0006412; GO:0015934; GO:0019843,ISS,fig|387092.6.peg.242|NIS_0228
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.1291|NIS_1234
GO:0000027; GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.119|NIS_0111
GO:0000049; GO:0003735; GO:0006417; GO:0015934; GO:0019843,ISS,fig|387092.6.peg.279|NIS_0265
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.1574|NIS_1500
GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.253|NIS_0239
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.264|NIS_0250
GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843,ISS,fig|387092.6.peg.244|NIS_0230
GO:0003735; GO:0006412; GO:0015934; GO:0019843,ISS,fig|387092.6.peg.255|NIS_0241
GO:0003735; GO:0006412; GO:0015934; GO:0019843,ISS,fig|387092.6.peg.247|NIS_0233
GO:0003735; GO:0005840; GO:0006412,ISS,fig|387092.6.peg.1687|NIS_1610
GO:0003735; GO:0005840; GO:0006412; GO:0070180,ISS,fig|387092.6.peg.278|NIS_0264
GO:0003735; GO:0006412; GO:0015934; GO:0042254; GO:0070180,ISS,fig|387092.6.peg.280|NIS_0266
GO:0009279; GO:0010033; GO:0015920; GO:0043165,ISS,fig|387092.6.peg.1405|NIS_1336
,ISS,fig|387092.6.peg.568|NIS_0536
GO:0001676; GO:0003996; GO:0004467; GO:0016021; GO:0102391,ISS,fig|387092.6.peg.567|NIS_0535
GO:0005737; GO:0009107; GO:0009249; GO:0016992; GO:0046872; GO:0051539,ISS,fig|387092.6.peg.966|NIS_0925
,ISS,fig|387092.6.peg.1772|NIS_1695
GO:0004190; GO:0005886; GO:0006508; GO:0016021,ISS,fig|387092.6.peg.114|NIS_0107
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.871|NIS_0831
GO:0016021,ISS,fig|387092.6.peg.1555|NIS_1482
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.819|NIS_0779
GO:0001530; GO:0015920; GO:0042597,ISS,fig|387092.6.peg.820|NIS_0780
GO:0016021,ISS,fig|387092.6.peg.400|NIS_0386
GO:0016021,ISS,fig|387092.6.peg.1159|NIS_1107
GO:0005524; GO:0016887; GO:0043190; GO:0055085,ISS,fig|387092.6.peg.891|NIS_0851
GO:0008915; GO:0009245,ISS,fig|387092.6.peg.1378|NIS_1314
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1516|NIS_1445
GO:0002161; GO:0004823; GO:0005524; GO:0005737; GO:0006429; GO:0106074,ISS,fig|387092.6.peg.1536|NIS_1464
GO:0005737; GO:0008914; GO:0030163,ISS,fig|387092.6.peg.394|NIS_0381
,ISS,fig|387092.6.peg.1907|NIS_1821
GO:0005524; GO:0005886; GO:0008551; GO:0016021; GO:0016787; GO:0046872; GO:0070574,ISS,fig|387092.6.peg.939
GO:0005524; GO:0005886; GO:0016021; GO:0019829; GO:0046872; GO:0098655,ISS,fig|387092.6.peg.940
GO:0000166; GO:0008553; GO:0016021; GO:0016787; GO:0120029,ISS,fig|387092.6.peg.972|NIS_0930
GO:0005524; GO:0005886; GO:0016021; GO:0016787; GO:0019829; GO:0030001; GO:0046872; GO:0098655,ISS,fig|387092.6.peg.1524|NIS_1452
GO:0005737; GO:0008734; GO:0009435; GO:0044318; GO:0055114,ISS,fig|387092.6.peg.1410|NIS_1341
GO:0003723,ISS,fig|387092.6.peg.1577|NIS_1503
GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0016853; GO:0050661; GO:0055114,ISS,fig|387092.6.peg.1214|NIS_1161
GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270; GO:0106074,ISS,fig|387092.6.peg.1342|NIS_1282
GO:0004450; GO:0006097; GO:0006099; GO:0046872,ISS,fig|387092.6.peg.874|NIS_0834
GO:0016829; GO:0046417,ISS,fig|387092.6.peg.1024|NIS_0982
GO:0003824,ISS,fig|387092.6.peg.1118
GO:0005506; GO:0016226; GO:0051536,ISS,fig|387092.6.peg.172|NIS_0161
GO:0005506; GO:0016226; GO:0051536,ISS,fig|387092.6.peg.1363|NIS_1300
GO:0016226,ISS,fig|387092.6.peg.1061|NIS_1018
GO:0016226,ISS,fig|387092.6.peg.1059|NIS_1016
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1060|NIS_1017
GO:0004222; GO:0005886; GO:0006508; GO:0016021; GO:0046872,ISS,fig|387092.6.peg.736|NIS_0696
GO:0003677; GO:0005737; GO:0006310; GO:0007049; GO:0009037; GO:0015074; GO:0051301,ISS,fig|387092.6.peg.1023|NIS_0981
GO:0004222; GO:0016021; GO:0071586,ISS,fig|387092.6.peg.1081|NIS_1037
GO:0000155; GO:0000160; GO:0016021; GO:0018106; GO:0023014,ISS,fig|387092.6.peg.954|NIS_0913
GO:0016021,ISS,fig|387092.6.peg.1301|NIS_1243
GO:0046854,ISS,fig|387092.6.peg.1254|NIS_1199
GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833,ISS,fig|387092.6.peg.1792|NIS_1712
GO:0000166; GO:0003938; GO:0006177; GO:0046872; GO:0055114,ISS,fig|387092.6.peg.1339|NIS_1280
GO:0000287; GO:0004427; GO:0005737; GO:0006796,ISS,fig|387092.6.peg.806|NIS_0766
GO:0043190; GO:0055085,ISS,fig|387092.6.peg.1808|NIS_1727
GO:0016021,ISS,fig|387092.6.peg.557|NIS_0525
GO:0005886; GO:0015031; GO:0016021; GO:0032977; GO:0090150,ISS,fig|387092.6.peg.920|NIS_0881
GO:0006813; GO:0015299; GO:0016021; GO:1902600,ISS,fig|387092.6.peg.1594|NIS_1520
GO:0000162; GO:0004425,ISS,fig|387092.6.peg.1031|NIS_0989
,ISS,fig|387092.6.peg.1765|NIS_1688
GO:0003937; GO:0004643; GO:0006189,ISS,fig|387092.6.peg.991|NIS_0948
GO:0000105; GO:0000107; GO:0005737; GO:0016829,ISS,fig|387092.6.peg.64|NIS_0059
GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0006541; GO:0016829,ISS,fig|387092.6.peg.1483|NIS_1412
GO:0000105; GO:0004424; GO:0005737,ISS,fig|387092.6.peg.817|NIS_0777
,ISS,fig|387092.6.peg.1701|NIS_1624
GO:0005524; GO:0005840; GO:0016874; GO:0046872,ISS,fig|387092.6.peg.930|NIS_0891
,ISS,fig|387092.6.peg.415|NIS_0401
,ISS,fig|387092.6.peg.622|NIS_0587
GO:0044237,ISS,fig|387092.6.peg.604|NIS_0570
,ISS,fig|387092.6.peg.8
,ISS,fig|387092.6.peg.13|NIS_0012
GO:0046982,ISS,fig|387092.6.peg.14|NIS_0013
GO:0016021,ISS,fig|387092.6.peg.15|NIS_0014
,ISS,fig|387092.6.peg.16|NIS_0015
GO:0016021,ISS,fig|387092.6.peg.18|NIS_0017
,ISS,fig|387092.6.peg.22
,ISS,fig|387092.6.peg.23|NIS_0021
,ISS,fig|387092.6.peg.27|NIS_0025
GO:0005506; GO:0009055; GO:0020037; GO:0022900,ISS,fig|387092.6.peg.38|NIS_0036
GO:0003677; GO:0003678; GO:0005524; GO:0032508,ISS,fig|387092.6.peg.39|NIS_0037
,ISS,fig|387092.6.peg.40|NIS_0038
GO:0016491; GO:0055114,ISS,fig|387092.6.peg.41|NIS_0039
GO:0016021,ISS,fig|387092.6.peg.42|NIS_0040
GO:0016021,ISS,fig|387092.6.peg.43|NIS_0041
GO:0016730; GO:0055114,ISS,fig|387092.6.peg.46|NIS_0044
,ISS,fig|387092.6.peg.50
,ISS,fig|387092.6.peg.52|NIS_0049
,ISS,fig|387092.6.peg.60
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.61
,ISS,fig|387092.6.peg.70|NIS_0065
,ISS,fig|387092.6.peg.73|NIS_0068
GO:0015562; GO:0055085,ISS,fig|387092.6.peg.79|NIS_0074
GO:0051920; GO:0055114; GO:0098869,ISS,fig|387092.6.peg.82|NIS_0077
,ISS,fig|387092.6.peg.86|NIS_0081
GO:0016740,ISS,fig|387092.6.peg.87|NIS_0082
GO:0005886; GO:0016021,ISS,fig|387092.6.peg.88|NIS_0083
,ISS,fig|387092.6.peg.89|NIS_0084
GO:0016021,ISS,fig|387092.6.peg.90|NIS_0085
GO:0016021,ISS,fig|387092.6.peg.94|NIS_0089
GO:0006813; GO:0016021,ISS,fig|387092.6.peg.95
GO:0006813; GO:0016021,ISS,fig|387092.6.peg.96|NIS_0090
,ISS,fig|387092.6.peg.97|NIS_0091
,ISS,fig|387092.6.peg.99|NIS_0093
GO:0016021,ISS,fig|387092.6.peg.106
,ISS,fig|387092.6.peg.117
GO:0016020; GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.122
GO:0009055; GO:0020037; GO:0022900,ISS,fig|387092.6.peg.125
,ISS,fig|387092.6.peg.129|NIS_0120
,ISS,fig|387092.6.peg.130|NIS_0121
GO:0016787,ISS,fig|387092.6.peg.136|NIS_0127
,ISS,fig|387092.6.peg.140|NIS_0131
,ISS,fig|387092.6.peg.143|NIS_0134
GO:0016021,ISS,fig|387092.6.peg.144|NIS_0135
,ISS,fig|387092.6.peg.146
GO:0000150; GO:0003677; GO:0006310,ISS,fig|387092.6.peg.153|NIS_0143
,ISS,fig|387092.6.peg.155|NIS_0145
GO:0016021,ISS,fig|387092.6.peg.156
GO:0016021,ISS,fig|387092.6.peg.158|NIS_0147
GO:0016740,ISS,fig|387092.6.peg.162|NIS_0151
,ISS,fig|387092.6.peg.163|NIS_0152
,ISS,fig|387092.6.peg.164|NIS_0153
,ISS,fig|387092.6.peg.166|NIS_0155
GO:0016021,ISS,fig|387092.6.peg.170|NIS_0159
GO:0016021,ISS,fig|387092.6.peg.173|NIS_0162
GO:0016021,ISS,fig|387092.6.peg.184|NIS_0172
,ISS,fig|387092.6.peg.190|NIS_0178
GO:0016021,ISS,fig|387092.6.peg.191|NIS_0179
GO:0005975; GO:0016021; GO:0016810,ISS,fig|387092.6.peg.192|NIS_0180
,ISS,fig|387092.6.peg.193
GO:0006396,ISS,fig|387092.6.peg.195|NIS_0182
GO:0006396,ISS,fig|387092.6.peg.196|NIS_0183
GO:0000160,ISS,fig|387092.6.peg.197|NIS_0184
GO:0016829,ISS,fig|387092.6.peg.198|NIS_0185
GO:0004672; GO:0005524; GO:0006468,ISS,fig|387092.6.peg.199|NIS_0186
,ISS,fig|387092.6.peg.200|NIS_0187
,ISS,fig|387092.6.peg.201|NIS_0188
GO:0016021,ISS,fig|387092.6.peg.202|NIS_0189
GO:0016021,ISS,fig|387092.6.peg.210|NIS_0197
GO:0016491; GO:0055114,ISS,fig|387092.6.peg.211|NIS_0198
GO:0005887; GO:0009306,ISS,fig|387092.6.peg.213|NIS_0200
GO:0048037,ISS,fig|387092.6.peg.215|NIS_0202
,ISS,fig|387092.6.peg.218|NIS_0205
GO:0006508; GO:0008237; GO:0016021,ISS,fig|387092.6.peg.220|NIS_0207
,ISS,fig|387092.6.peg.221|NIS_0208
,ISS,fig|387092.6.peg.230
,ISS,fig|387092.6.peg.231|NIS_0217
,ISS,fig|387092.6.peg.234|NIS_0220
,ISS,fig|387092.6.peg.235|NIS_0221
,ISS,fig|387092.6.peg.266|NIS_0252
,ISS,fig|387092.6.peg.288|NIS_0274
GO:0006935; GO:0007165,ISS,fig|387092.6.peg.290|NIS_0276
,ISS,fig|387092.6.peg.296|NIS_0282
GO:0016021,ISS,fig|387092.6.peg.298|NIS_0284
,ISS,fig|387092.6.peg.320|NIS_0306
GO:0009279,ISS,fig|387092.6.peg.321|NIS_0307
,ISS,fig|387092.6.peg.330|NIS_0317
GO:0051301,ISS,fig|387092.6.peg.343|NIS_0331
,ISS,fig|387092.6.peg.344|NIS_0332
,ISS,fig|387092.6.peg.345|NIS_0333
GO:0016020,ISS,fig|387092.6.peg.346|NIS_0334
GO:0015627; GO:0015628; GO:0016020; GO:0016021,ISS,fig|387092.6.peg.347|NIS_0335
GO:0005886; GO:0016021; GO:0016787,ISS,fig|387092.6.peg.352
,ISS,fig|387092.6.peg.354|NIS_0342
GO:0003677,ISS,fig|387092.6.peg.364|NIS_0352
,ISS,fig|387092.6.peg.366|NIS_0354
,ISS,fig|387092.6.peg.368|NIS_0356
GO:0003676,ISS,fig|387092.6.peg.374|NIS_0362
,ISS,fig|387092.6.peg.375|NIS_0363
GO:0016021,ISS,fig|387092.6.peg.383
,ISS,fig|387092.6.peg.399
,ISS,fig|387092.6.peg.435
GO:0016021,ISS,fig|387092.6.peg.441|NIS_0426
GO:0016740; GO:0061929,ISS,fig|387092.6.peg.443
,ISS,fig|387092.6.peg.454|NIS_0438
,ISS,fig|387092.6.peg.457
,ISS,fig|387092.6.peg.458
,ISS,fig|387092.6.peg.459|NIS_0441
,ISS,fig|387092.6.peg.460|NIS_0442
,ISS,fig|387092.6.peg.461|NIS_0444
,ISS,fig|387092.6.peg.462
,ISS,fig|387092.6.peg.463|NIS_0445
,ISS,fig|387092.6.peg.464
,ISS,fig|387092.6.peg.465|NIS_0446
GO:0003677,ISS,fig|387092.6.peg.466
,ISS,fig|387092.6.peg.467|NIS_0447
,ISS,fig|387092.6.peg.468
,ISS,fig|387092.6.peg.469|NIS_0448
GO:0003677,ISS,fig|387092.6.peg.470|NIS_0449
,ISS,fig|387092.6.peg.471|NIS_0450
,ISS,fig|387092.6.peg.472|NIS_0451
GO:0003676; GO:0004519; GO:0090305,ISS,fig|387092.6.peg.473|NIS_0452
GO:0003677; GO:0004386; GO:0005524; GO:0016787,ISS,fig|387092.6.peg.474|NIS_0453
,ISS,fig|387092.6.peg.475|NIS_0454
,ISS,fig|387092.6.peg.476|NIS_0455
GO:0016021,ISS,fig|387092.6.peg.477
,ISS,fig|387092.6.peg.478|NIS_0456
GO:0016021,ISS,fig|387092.6.peg.479
,ISS,fig|387092.6.peg.480
,ISS,fig|387092.6.peg.482
GO:0003677; GO:0006260,ISS,fig|387092.6.peg.483|NIS_0459
,ISS,fig|387092.6.peg.484
,ISS,fig|387092.6.peg.485
,ISS,fig|387092.6.peg.486|NIS_0461
,ISS,fig|387092.6.peg.487|NIS_0462
GO:0006323,ISS,fig|387092.6.peg.489|NIS_0465
,ISS,fig|387092.6.peg.490
,ISS,fig|387092.6.peg.491|NIS_0466
,ISS,fig|387092.6.peg.492|NIS_0467
,ISS,fig|387092.6.peg.493|NIS_0468
,ISS,fig|387092.6.peg.494|NIS_0469
,ISS,fig|387092.6.peg.495|NIS_0470
,ISS,fig|387092.6.peg.496
,ISS,fig|387092.6.peg.497|NIS_0471
,ISS,fig|387092.6.peg.499
,ISS,fig|387092.6.peg.500|NIS_0473
,ISS,fig|387092.6.peg.501|NIS_0474
,ISS,fig|387092.6.peg.502|NIS_0475
