"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"1026","NIS_RS05540",3087.43661469462,-1.04630518760277,0.330622092493553,-3.16465599655345,0.00155266404838846,0.00583648478151336,825,"  adenosylmethionine--8-amino-7-oxononanoate transaminase","  WP_012082403.1"," transl_table 11"," ","NIS_1030","adenosylmethionine--8-amino-7-oxononanoate transaminase","F:GO:0004015; C:GO:0005737; P:GO:0009102; F:GO:0030170","F:adenosylmethionine-8-amino-7-oxononanoate transaminase activity; C:cytoplasm; P:biotin biosynthetic process; F:pyridoxal phosphate binding","EC:2.6.1.62","Adenosylmethionine--8-amino-7-oxononanoate transaminase",NA,NA,NA
"1055","NIS_RS05690",1689.95218222047,-1.19423135671075,0.345308826875182,-3.45844433667614,0.000543304527458414,0.00233424124156395,847,"  ABC transporter permease","  WP_197524258.1"," transl_table 11"," ","NIS_1059","ABC transporter permease","C:GO:0043190","C:ATP-binding cassette (ABC) transporter complex","","",NA,NA,NA
"1056","NIS_RS05695",1189.50268382272,-1.05419866380389,0.320139193439663,-3.29293846366419,0.000991461718175644,0.00390474287019076,848,"  holo-ACP synthase","  WP_012082433.1"," transl_table 11"," ","NIS_1060","holo-ACP synthase","F:GO:0000287; C:GO:0005737; P:GO:0006633; F:GO:0008897","F:magnesium ion binding; C:cytoplasm; P:fatty acid biosynthetic process; F:holo-[acyl-carrier-protein] synthase activity","EC:2.7.8.7","Holo-[acyl-carrier-protein] synthase",NA,NA,NA
"1057","NIS_RS05700",1112.78591428743,-1.14983067125477,0.311171775037581,-3.6951637760716,0.000219745096271656,0.00108828758928538,1759,"  sulfur carrier protein ThiS","  WP_012082434.1"," transl_table 11","  thiS","NIS_1061","thiamine biosynthesis protein ThiS","","","","",NA,NA,NA
"1065","NIS_RS05740",1969.47393719698,-1.11726586835831,0.329810995558709,-3.38759435981094,0.000705084589542944,0.00288589374356317,856,"  HlyD family secretion protein","  WP_012082442.1"," transl_table 11"," ","NIS_1069","HlyD family efflux transporter periplasmic adaptor subunit","","","","",NA,NA,NA
"1066","NIS_RS05750",1305.97615300235,-1.44706368821171,0.341360907811971,-4.23910194487995,2.24415736826297e-05,0.000151619694995022,858,"  glycine zipper 2TM domain-containing protein","  WP_012082444.1"," transl_table 11"," ","NIS_1071","glycine zipper 2TM domain-containing protein","C:GO:0019867","C:outer membrane","","",NA,NA,NA
"1069","NIS_RS05770",981.535203900842,-1.57846725836745,0.425965299514795,-3.70562405004688,0.000210870890080611,0.00104958601319018,863,"  EAL domain-containing protein","  WP_012082447.1"," transl_table 11"," ","NIS_1075","EAL domain-containing protein","P:GO:0000160","P:phosphorelay signal transduction system","","",NA,NA,NA
"1070","NIS_RS05775",1787.22408682965,-1.93744680766173,0.404946407999011,-4.78445238528074,1.71454134208974e-06,1.63293576859604e-05,864,"  PAS domain-containing protein","  WP_012082448.1"," transl_table 11"," ","NIS_1076","PAS domain S-box protein","F:GO:0000155; F:GO:0000156; P:GO:0000160; C:GO:0005737; P:GO:0006935; F:GO:0008757; F:GO:0008984; P:GO:0023014","F:phosphorelay sensor kinase activity; F:phosphorelay response regulator activity; P:phosphorelay signal transduction system; C:cytoplasm; P:chemotaxis; F:S-adenosylmethionine-dependent methyltransferase activity; F:protein-glutamate methylesterase activity; P:signal transduction by protein phosphorylation","EC:2.7.13.3; EC:3.1.1.61; EC:3.1.1.1","Histidine kinase; Protein-glutamate methylesterase; Carboxylesterase",NA,NA,NA
"1071","NIS_RS05780",2102.05471576253,-1.19319043932021,0.343293866453109,-3.4757114994456,0.000509500066387613,0.00220375465396039,865,"  TraR/DksA family transcriptional regulator","  WP_012082449.1"," transl_table 11"," ","NIS_1077","TraR/DksA family transcriptional regulator","F:GO:0008270","F:zinc ion binding","","",NA,NA,NA
"1078","NIS_RS05815",963.306687913065,-1.02953040691687,0.326917622811816,-3.14920437161474,0.00163715658429352,0.00606206952053358,870,"  mechanosensitive ion channel","  WP_012082454.1"," transl_table 11"," ","NIS_1082","mechanosensitive ion channel","C:GO:0016021; P:GO:0055085","C:integral component of membrane; P:transmembrane transport","","",NA,NA,NA
"1079","NIS_RS05820",2050.44785333761,-1.04034502000049,0.320402356669398,-3.2469955302918,0.00116630221401436,0.00451967023224292,871,"  3-dehydroquinate synthase","  WP_012082455.1"," transl_table 11"," ","NIS_1083","3-dehydroquinate synthase","F:GO:0000166; F:GO:0003856; C:GO:0005737; P:GO:0009073; P:GO:0009423; F:GO:0046872","F:nucleotide binding; F:3-dehydroquinate synthase activity; C:cytoplasm; P:aromatic amino acid family biosynthetic process; P:chorismate biosynthetic process; F:metal ion binding","EC:4.2.3.4","3-dehydroquinate synthase",NA,NA,NA
"1087","NIS_RS05860",337.855294283713,-1.15680439884615,0.341028123243881,-3.39210850953451,0.00069356967276573,0.00285646886018485,877,"  HIT domain-containing protein","  WP_012082463.1"," transl_table 11"," ","NIS_1091","HIT domain-containing protein","F:GO:0016787","F:hydrolase activity","","",NA,NA,NA
"1096","NIS_RS05910",173.10932628497,-1.61071325339262,0.396759352541799,-4.05967305641001,4.91414754614877e-05,0.000297704167856903,1766,"  murein biosynthesis integral membrane protein MurJ","  WP_012082472.1"," transl_table 11","  murJ","NIS_1100","murein biosynthesis integral membrane protein MurJ","C:GO:0005887; P:GO:0008360; P:GO:0009252; F:GO:0015648; P:GO:0015836; P:GO:0071555","C:integral component of plasma membrane; P:regulation of cell shape; P:peptidoglycan biosynthetic process; F:lipid-linked peptidoglycan transporter activity; P:lipid-linked peptidoglycan transport; P:cell wall organization","","",NA,NA,NA
"1103","NIS_RS05945",91.1629511147805,-2.11661446689452,0.518369630885334,-4.08321464218402,4.441696220649e-05,0.000276121063219575,890,"  LptF/LptG family permease","  WP_012082479.1"," transl_table 11"," ","NIS_1107","LptF/LptG family permease","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1106","NIS_RS05960",612.896404428061,-1.43859876279076,0.329765320330708,-4.36249257911064,1.285889491419e-05,9.36524662684209e-05,891,"  glycosyltransferase family 39 protein","  WP_012082482.1"," transl_table 11"," ","NIS_1110","glycosyltransferase family 39 protein","C:GO:0016021; F:GO:0016740","C:integral component of membrane; F:transferase activity","","",NA,NA,NA
"1115","NIS_RS06005",90.3756728241382,-1.85010843884041,0.52424882131817,-3.52906551928626,0.000417029868220069,0.00186066704717107,898,"  hypothetical protein","  WP_041354037.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","NIS_RS06035",5725.9979062713,-1.46176925645567,0.359535413637897,-4.06571703650835,4.78850072756919e-05,0.00029277839325045,1775,"  30S ribosomal protein S15","  WP_012082496.1"," transl_table 11","  rpsO","NIS_1124","30S ribosomal protein S15","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"1123","NIS_RS06045",6010.74527737301,-1.62712276994298,0.472590067633952,-3.44298977354573,0.000575321068675528,0.00243572052690445,903,"  Rrf2 family transcriptional regulator","  WP_012082498.1"," transl_table 11"," ","NIS_1126","transcriptional regulator","","","","",NA,NA,NA
"1124","NIS_RS06050",2891.55831459128,-2.34160716493244,0.481244745767657,-4.86573034931992,1.14034907275637e-06,1.12951575656518e-05,904,"  hypothetical protein","  WP_012082499.1"," transl_table 11"," ","NIS_1127","hypothetical protein","","","","",NA,NA,NA
"1144","NIS_RS06150",838.341384487031,-1.24541296456892,0.28286532432659,-4.40284777759113,1.06839131074876e-05,8.04746458780718e-05,918,"  histidine phosphatase family protein","  WP_012082519.1"," transl_table 11"," ","NIS_1147","phosphohistidine phosphatase","F:GO:0016787","F:hydrolase activity","","",NA,NA,NA
"1145","NIS_RS06155",164.137227470558,-1.33869489811307,0.390950728922799,-3.42420361205523,0.000616604034397412,0.00257698859101534,919,"  hypothetical protein","  WP_041354040.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","NIS_RS06290",2809.21262628777,-1.11145248687682,0.321423111351423,-3.45791092060469,0.000544381349622687,0.00233424124156395,1786,"  Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","  WP_041354266.1"," transl_table 11","  gatC","NIS_1174","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","F:GO:0005524; P:GO:0006412; P:GO:0006450; F:GO:0016740; F:GO:0050567","F:ATP binding; P:translation; P:regulation of translational fidelity; F:transferase activity; F:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity","EC:6.3.5.7","Glutaminyl-tRNA synthase (glutamine-hydrolyzing)",NA,NA,NA
"1174","NIS_RS06300",662.105332543198,-1.05069051135249,0.39044534226747,-2.69100536646363,0.00712370489255037,0.0199322872770371,943,"  CvpA family protein","  WP_012082548.1"," transl_table 11"," ","NIS_1176","CvpA family protein","P:GO:0009403; C:GO:0016021","P:toxin biosynthetic process; C:integral component of membrane","","",NA,NA,NA
"1183","NIS_RS06350",3059.99958000291,-1.19667614654979,0.354801214817275,-3.37280735401678,0.000744059916372988,0.00300200141412401,1788,"  recombination protein RecR","  WP_012082557.1"," transl_table 11","  recR","NIS_1185","recombination protein RecR","F:GO:0003677; P:GO:0006281; P:GO:0006310; F:GO:0046872","F:DNA binding; P:DNA repair; P:DNA recombination; F:metal ion binding","","",NA,NA,NA
"1187","NIS_RS06370",562.703515460245,-1.39679628397231,0.30988358620045,-4.507487153801,6.55999010659487e-06,5.24005661337276e-05,952,"  hypothetical protein","  WP_012082561.1"," transl_table 11"," ","NIS_1189","hypothetical protein","","","","",NA,NA,NA
"1203","NIS_RS06450",1771.17456809857,-1.89902759373568,0.368902649869615,-5.14777433668983,2.6359533095225e-07,3.20357270316814e-06,965,"  bifunctional diguanylate cyclase/phosphodiesterase","  WP_012082577.1"," transl_table 11"," ","NIS_1205","EAL domain-containing protein","","","","",NA,NA,NA
"1204","NIS_RS06455",667.805417822865,-2.68571385389709,0.484020518258622,-5.54876033677163,2.87702238674215e-08,4.87126610951812e-07,966,"  PAS domain S-box protein","  WP_158297277.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","NIS_RS06645",364.111608054022,-1.11681734524038,0.366199194897031,-3.04975368816529,0.00229029114615352,0.00785301555565871,993,"  hypothetical protein","  WP_041354047.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","NIS_RS06720",160.966425019485,-1.76132198663811,0.555871789614963,-3.16857595500237,0.0015318771606416,0.00576929402135175,1009,"  hypothetical protein","  WP_012082625.1"," transl_table 11"," ","NIS_1254","MULTISPECIES: polysaccharide biosynthesis protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1254","NIS_RS06735",192.645031160923,-2.3031256962151,0.472295742419207,-4.87644814331368,1.08013066330406e-06,1.08059599685814e-05,1012,"  adenylyltransferase/cytidyltransferase family protein","  WP_012082628.1"," transl_table 11"," ","NIS_1257","glycerol-3-phosphate cytidylyltransferase","C:GO:0005737; P:GO:0019350; F:GO:0046872; F:GO:0047348","C:cytoplasm; P:teichoic acid biosynthetic process; F:metal ion binding; F:glycerol-3-phosphate cytidylyltransferase activity","EC:2.7.7.39","Glycerol-3-phosphate cytidylyltransferase",NA,NA,NA
"1257","NIS_RS06750",1225.2588803938,-1.10063253336834,0.350625054602741,-3.13905842985282,0.00169491648087699,0.00618463224592893,1014," note incomplete"," partial in the middle of a contig"," missing C-terminus"," partial true","NIS_1260","Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB","P:GO:0000271; F:GO:0016616; F:GO:0016628; F:GO:0051287; P:GO:0055114","P:polysaccharide biosynthetic process; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; F:NAD binding; P:oxidation-reduction process","","",NA,NA,NA
"1281","NIS_RS06895",125.708426815491,-1.04192399250068,0.3788252523069,-2.75040796820107,0.0059521108622543,0.0171882385103874,1035,"  PilZ domain-containing protein","  WP_148164078.1"," transl_table 11"," ","NIS_1285","PilZ domain-containing protein","","","","",NA,NA,NA
"1285","NIS_RS06915",1309.78512885275,-1.39976652057062,0.381838686288571,-3.66585830832436,0.000246510393267414,0.00119690463005576,1038,"  response regulator transcription factor","  WP_012082659.1"," transl_table 11"," ","NIS_1288","response regulator transcription factor","P:GO:0000160; F:GO:0003677; P:GO:0006355","P:phosphorelay signal transduction system; F:DNA binding; P:regulation of transcription, DNA-templated","","",NA,NA,NA
"1286","NIS_RS06920",346.185292595212,-2.00847242166103,0.310159490639577,-6.47561168455421,9.44286101940397e-11,3.17056062363377e-09,1039,"  HAMP domain-containing histidine kinase","  WP_012082660.1"," transl_table 11"," ","NIS_1289","HAMP domain-containing histidine kinase","F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0018106; P:GO:0023014","F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:integral component of membrane; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation","EC:2.7.13.3","Histidine kinase",NA,NA,NA
"1287","NIS_RS06925",53.9870425272296,-2.10049983305249,0.539702844382755,-3.89195620314876,9.9439198393878e-05,0.000542669564788629,1040,"  hypothetical protein","  WP_012082661.1"," transl_table 11"," ","NIS_1290","hypothetical protein","","","","",NA,NA,NA
"1291","NIS_RS06945",1304.92645044857,-1.22890592306699,0.30710513992606,-4.0015804468882,6.2920795031731e-05,0.000367687595745897,1043,"  c-type cytochrome","  WP_012082665.1"," transl_table 11"," ","NIS_1294","hypothetical protein","F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872","F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding","","",NA,NA,NA
"1299","NIS_RS06985",442.441885042647,-1.2026698078881,0.350035670352926,-3.43584928551853,0.000590699480680965,0.00249504407511512,1050,"  hypothetical protein","  WP_012082672.1"," transl_table 11"," ","NIS_1301","hypothetical protein","","","","",NA,NA,NA
"1312","NIS_RS07055",1060.62335702704,-1.9065219578119,0.374296325152218,-5.09361655377343,3.51296915471532e-07,4.04604179970409e-06,1062,"  lipid-A-disaccharide synthase","  WP_012082685.1"," transl_table 11"," ","NIS_1314","lipid-A-disaccharide synthase","F:GO:0008915; P:GO:0009245","F:lipid-A-disaccharide synthase activity; P:lipid A biosynthetic process","EC:2.4.1.182","Lipid-A-disaccharide synthase",NA,NA,NA
"1315","NIS_RS07070",70.3981069638572,-1.85240221204916,0.475542630567308,-3.89534416680856,9.80593910716408e-05,0.000538104303913907,1065,"  AEC family transporter","  WP_012082688.1"," transl_table 11"," ","NIS_1317","transporter","C:GO:0016021; P:GO:0055085","C:integral component of membrane; P:transmembrane transport","","",NA,NA,NA
"1319","NIS_RS07090",780.981291535694,-1.53442557984853,0.338853999885718,-4.52827937803902,5.94659252325986e-06,4.86785115230487e-05,1068,"  type II secretion system protein","  WP_012082691.1"," transl_table 11"," ","NIS_1320","type II secretion system protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1320","NIS_RS07095",1076.22571001334,-3.13049632787481,0.350669479328641,-8.92719929281601,4.36929843287471e-19,4.3277900977624e-16,1069,"  hypothetical protein","  WP_012082692.1"," transl_table 11"," ","NIS_1321","hypothetical protein","","","","",NA,NA,NA
"1326","NIS_RS07125",272.524123854946,-2.17385808804804,0.419302780552286,-5.18445903264639,2.16642757436962e-07,2.73356243619504e-06,1076,"  helix-turn-helix transcriptional regulator","  WP_041354054.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","NIS_RS07135",54.3661400409204,-2.43710429797369,0.536138313854845,-4.54566337639791,5.47624995474523e-06,4.57740555289042e-05,1078,"  hypothetical protein","  WP_041354055.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","NIS_RS07140",255.586168881132,-1.72873747225473,0.333298052214001,-5.18676140100802,2.13982596618772e-07,2.71730464039608e-06,1079,"  hypothetical protein","  WP_012082700.1"," transl_table 11"," ","NIS_1329","hypothetical protein","","","","",NA,NA,NA
"1330","NIS_RS07145",571.343470182921,-1.75126982486497,0.329586140646841,-5.31354207257609,1.07514598188087e-07,1.49990435922959e-06,1080,"  type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family","  WP_012082701.1"," transl_table 11"," ","NIS_1330","type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family","","","","",NA,NA,NA
"1331","NIS_RS07150",1150.76799920262,-1.60049147039412,0.401882775520884,-3.98248337047962,6.81988980497685e-05,0.000396193598347775,1081,"  prevent-host-death family protein","  WP_012082702.1"," transl_table 11"," ","NIS_1331","prevent-host-death family protein","","","","",NA,NA,NA
"1343","NIS_RS07215",690.23886123408,-2.59288436182015,0.357708931393525,-7.2485871451939,4.21141433925376e-13,3.70948972434904e-11,1089,"  hypothetical protein","  WP_012082713.1"," transl_table 11"," ","NIS_1342","hypothetical protein","","","","",NA,NA,NA
"1344","NIS_RS07220",932.247364592913,-1.0418096838608,0.310371331980905,-3.35665564603402,0.000788913024338342,0.0031572458610389,1820,"  excinuclease ABC subunit UvrC","  WP_012082714.1"," transl_table 11","  uvrC","NIS_1343","excinuclease ABC subunit UvrC","F:GO:0003677; C:GO:0005737; P:GO:0006289; C:GO:0009380; F:GO:0009381; P:GO:0009432; P:GO:0090305","F:DNA binding; C:cytoplasm; P:nucleotide-excision repair; C:excinuclease repair complex; F:excinuclease ABC activity; P:SOS response; P:nucleic acid phosphodiester bond hydrolysis","","",NA,NA,NA
"1345","NIS_RS07225",2223.61685691376,-1.62720459406096,0.284235863383872,-5.72483913426279,1.03531795281223e-08,2.02927444651109e-07,1090,"  Hpt domain-containing protein","  WP_012082715.1"," transl_table 11"," ","NIS_1344","Hpt domain-containing protein","P:GO:0000160","P:phosphorelay signal transduction system","","",NA,NA,NA
"1346","NIS_RS07230",409.237738728719,-1.87491761882924,0.305882337936248,-6.12953866993134,8.81342524984338e-10,2.21005005315693e-08,1091,"  sel1 repeat family protein","  WP_012082716.1"," transl_table 11"," ","NIS_1345","sel1 repeat family protein","","","","",NA,NA,NA
"1348","NIS_RS07240",1030.89706510106,-1.26206569858939,0.296053455810641,-4.26296560238978,2.01731581743849e-05,0.000139730861340757,1093,"  response regulator","  WP_012082718.1"," transl_table 11"," ","NIS_1347","response regulator","P:GO:0000160","P:phosphorelay signal transduction system","","",NA,NA,NA
"1354","NIS_RS07270",351.081999578545,-1.30436727813995,0.364642543553831,-3.5771121642239,0.000347411126548467,0.00160051498068026,1097,"  prepilin-type N-terminal cleavage/methylation domain-containing protein","  WP_012082724.1"," transl_table 11"," ","NIS_1353","prepilin-type N-terminal cleavage/methylation domain-containing protein","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"1355","NIS_RS07275",157.162836697787,-1.93847136762951,0.516766949742438,-3.7511519817505,0.000176023955160122,0.000885746645383282,1098,"  hypothetical protein","  WP_012082725.1"," transl_table 11"," ","NIS_1354","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1369","NIS_RS07345",465.156397069775,-1.09898653751899,0.36266535246332,-3.0303047425247,0.00244307097578072,0.00830141269815027,1108,"  mechanosensitive ion channel family protein","  WP_083754397.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","NIS_RS07375",169.606274021011,-1.09881282457073,0.407032854429446,-2.69956789141992,0.0069429588121266,0.0196485734383183,1829,"  fluoride efflux transporter CrcB","  WP_012082745.1"," transl_table 11","  crcB","NIS_1374","fluoride efflux transporter CrcB","C:GO:0005887; F:GO:0015103; P:GO:0015698; P:GO:0034220","C:integral component of plasma membrane; F:inorganic anion transmembrane transporter activity; P:inorganic anion transport; P:ion transmembrane transport","","",NA,NA,NA
"1379","NIS_RS07395",3845.87612371521,-1.19658341276943,0.272557522867903,-4.39020504801608,1.13243825029502e-05,8.43368486403926e-05,1115,"  hypothetical protein","  WP_012082749.1"," transl_table 11"," ","NIS_1378","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1382","NIS_RS07410",215.337604693981,-1.85427923116939,0.361935958761993,-5.12322466524735,3.00354113840653e-07,3.54648638809423e-06,1117,"  ABC transporter permease","  WP_012082752.1"," transl_table 11"," ","NIS_1381","ABC transporter permease","C:GO:0043190; P:GO:0055085","C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport","","",NA,NA,NA
"1390","NIS_RS07450",2232.54967062243,-2.44013398352326,0.426352218840314,-5.72328200885284,1.04485610067709e-08,2.02927444651109e-07,1124,"  hypothetical protein","  WP_012082760.1"," transl_table 11"," ","NIS_1389","hypothetical protein","","","","",NA,NA,NA
"1391","NIS_RS07455",1621.47164509444,-2.30381561017771,0.338047940090559,-6.81505590467596,9.42271159994283e-12,4.78625427679147e-10,1125,"  type II toxin-antitoxin system VapC family toxin","  WP_012082761.1"," transl_table 11"," ","NIS_1390","type II toxin-antitoxin system VapC family toxin","","","","",NA,NA,NA
"1394","NIS_RS07470",271.866435373281,-1.0210332349611,0.425881428737191,-2.39745893120682,0.0165092315620616,0.0402768321729606,1132,"  glycosyl transferase","  WP_012082764.1"," transl_table 11"," ","NIS_1394","glycosyl transferase","F:GO:0016740","F:transferase activity","","",NA,NA,NA
"1395","NIS_RS07475",1775.23917379247,-1.31576272886545,0.339836480291882,-3.87175246087575,0.000108055659985597,0.000584858640523137,1133,"  glycosyltransferase","  WP_012082765.1"," transl_table 11"," ","NIS_1395","glycosyltransferase family 4 protein","F:GO:0016740","F:transferase activity","","",NA,NA,NA
"1403","NIS_RS07520",464.512858500107,-1.35560284778841,0.32675448976834,-4.14868927661712,3.34384311546299e-05,0.00021437389034732,1142,"  glycosyltransferase","  WP_041354058.1"," transl_table 11"," ","NIS_1404","glycosyl transferase","F:GO:0016740","F:transferase activity","","",NA,NA,NA
"1404","NIS_RS07525",228.746920554855,-1.66104176366212,0.391893815720225,-4.23849955531819,2.2501862861452e-05,0.000151619694995022,1143,"  exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase","  WP_012082775.1"," transl_table 11"," ","NIS_1405","exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase","C:GO:0016021; F:GO:0016740","C:integral component of membrane; F:transferase activity","","",NA,NA,NA
"1433","NIS_RS07670",96.3846973292895,-1.75900502054062,0.453036181599515,-3.8827031746784,0.000103301638408508,0.000560659029280147,1166,"  dimethyl sulfoxide reductase anchor subunit","  WP_012082804.1"," transl_table 11"," ","NIS_1434","molybdopterin oxidoreductase","C:GO:0016021; P:GO:0019645","C:integral component of membrane; P:anaerobic electron transport chain","","",NA,NA,NA
"1436","NIS_RS07685",307.360978412596,-2.18503750451658,0.340580694123748,-6.41562349897219,1.40247666226906e-10,4.55460043927052e-09,1169,"  hypothetical protein","  WP_158297281.1"," transl_table 11"," ","NIS_1437","hypothetical protein","","","","",NA,NA,NA
"1437","NIS_RS07690",179.924170417226,-1.6383686937267,0.453951766265864,-3.60912505573811,0.000307231484638928,0.00142869852363783,1170,"  O-antigen ligase family protein","  WP_158297282.1"," transl_table 11"," ","NIS_1438","O-antigen ligase family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1453","NIS_RS07770",186.644085049702,-1.31681074968213,0.331669284935341,-3.97025232511005,7.17965559101703e-05,0.000414661741277106,1179,"  hypothetical protein","  WP_012082824.1"," transl_table 11"," ","NIS_1454","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1467","NIS_RS07840",202.460377861207,-1.17813571621137,0.421855517907818,-2.79274696240624,0.0052262556404737,0.0155687404868848,1188,"  apolipoprotein N-acyltransferase","  WP_158297283.1"," transl_table 11"," ","NIS_1468","apolipoprotein N-acyltransferase","C:GO:0005886; C:GO:0016021; F:GO:0016410; P:GO:0042158","C:plasma membrane; C:integral component of membrane; F:N-acyltransferase activity; P:lipoprotein biosynthetic process","","",NA,NA,NA
"1483","NIS_RS07920",1021.82966023052,-1.07238550366741,0.327235281120832,-3.27710844623577,0.00104876079899212,0.00408975421811692,1198,"  hypothetical protein","  WP_012082854.1"," transl_table 11"," ","NIS_1484","hypothetical protein","","","","",NA,NA,NA
"1519","NIS_RS08105",852.849629916239,-1.05769290436891,0.288079711526755,-3.67152861533839,0.000241104076602505,0.00117932635987546,1220,"  cation:proton antiporter","  WP_012082890.1"," transl_table 11"," ","NIS_1520","potassium transporter","P:GO:0006813; F:GO:0015299; C:GO:0016021; P:GO:1902600","P:potassium ion transport; F:solute:proton antiporter activity; C:integral component of membrane; P:proton transmembrane transport","","",NA,NA,NA
"1529","NIS_RS08155",692.319131779191,-1.40340987879743,0.312043660317683,-4.49747922251859,6.87638785183248e-06,5.4271411691156e-05,1228,"  FtsW/RodA/SpoVE family cell cycle protein","  WP_012082900.1"," transl_table 11"," ","NIS_1530","cell division protein FtsW","C:GO:0016021; P:GO:0051301","C:integral component of membrane; P:cell division","","",NA,NA,NA
"1531","NIS_RS08165",2100.85237386388,-1.75020611877413,0.29382327786351,-5.95666256091242,2.57441026919718e-09,6.07131755152336e-08,1230,"  diguanylate cyclase","  WP_012082902.1"," transl_table 11"," ","NIS_1532","diguanylate cyclase","","","","",NA,NA,NA
"1568","NIS_RS08355",106.67543420534,-1.0836166641001,0.413608198276539,-2.61991098971301,0.00879527202756224,0.0238025053095639,1257,"  prepilin-type N-terminal cleavage/methylation domain-containing protein","  WP_041354065.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","NIS_RS08365",153.259530084245,-1.34195673350756,0.513958248627643,-2.61102285465953,0.00902718606812347,0.0241530902110838,1259,"  type II secretion system protein","  WP_012082941.1"," transl_table 11"," ","NIS_1571","type II secretion system protein","","","","",NA,NA,NA
"1575","NIS_RS08390",538.467198764737,-1.69635924728107,0.344118215656804,-4.9295828296776,8.24053921909488e-07,8.63730592223649e-06,1264,"  nucleotidyltransferase domain-containing protein","  WP_012082946.1"," transl_table 11"," ","NIS_1576","nucleotidyltransferase domain-containing protein","F:GO:0016740","F:transferase activity","","",NA,NA,NA
"1587","NIS_RS08450",1363.15012702714,-1.03091832766626,0.355959963238582,-2.89616370978017,0.00377755276840532,0.0117847748570251,1273,"  riboflavin synthase","  WP_012082958.1"," transl_table 11"," ","NIS_1588","riboflavin synthase","F:GO:0004746","F:riboflavin synthase activity","EC:2.5.1.9","Riboflavin synthase",NA,NA,NA
"1595","NIS_RS08490",219.823766199366,-1.41567134716318,0.526056619260271,-2.69110072059138,0.0071216690229905,0.0199322872770371,1887,"  RNA 2',3'-cyclic phosphodiesterase","  WP_012082964.1"," transl_table 11","  thpR","NIS_1595","RNA 2',3'-cyclic phosphodiesterase","F:GO:0016874","F:ligase activity","","",NA,NA,NA
"1611","NIS_RS08575",1411.35280361314,-1.95954875482315,0.358455541880475,-5.46664376994498,4.58636455161299e-08,7.42174509045212e-07,1293,"  FixH family protein","  WP_012082980.1"," transl_table 11"," ","NIS_1611","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"1635","NIS_RS08695",2459.0385256471,-1.24761574690704,0.301190408745516,-4.1422824588056,3.43866478456761e-05,0.000219741772200917,1311,"  molybdenum cofactor biosynthesis protein MoaE","  WP_012083004.1"," transl_table 11"," ","NIS_1635","molybdenum cofactor biosynthesis protein MoaE","P:GO:0006777","P:Mo-molybdopterin cofactor biosynthetic process","","",NA,NA,NA
